id,year,location,latitude,longitude,site,level,transect,kelp_density,genus_species,total_length,abundance,source
2013-POINT_DUME-INMID-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,INMID,BOT,3,ND,Hypsypops rubicundus,26,2,PISCO
2013-POINT_DUME-OUTMID-BOT-1,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,1,ND,Hypsypops rubicundus,13,1,PISCO
2013-POINT_DUME-OUTMID-BOT-1,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,1,ND,Hypsypops rubicundus,26,2,PISCO
2013-POINT_DUME-OUTMID-BOT-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,2,ND,Hypsypops rubicundus,14,1,PISCO
2013-POINT_DUME-OUTMID-BOT-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,2,ND,Hypsypops rubicundus,18,1,PISCO
2013-POINT_DUME-OUTMID-BOT-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,2,ND,Hypsypops rubicundus,26,3,PISCO
2013-POINT_DUME-OUTMID-BOT-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,2,ND,Hypsypops rubicundus,28,2,PISCO
2013-POINT_DUME-OUTMID-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,3,ND,Hypsypops rubicundus,24,1,PISCO
2013-POINT_DUME-OUTMID-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,3,ND,Hypsypops rubicundus,25,2,PISCO
2013-POINT_DUME-OUTMID-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,3,ND,Hypsypops rubicundus,26,2,PISCO
2013-POINT_DUME-OUTMID-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,3,ND,Hypsypops rubicundus,26.5,5,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-2,Winter 2013 - 2014,ANA,34.009883,-119.388333,INNER,BOT,2,ND,Hypsypops rubicundus,24,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-4,Winter 2013 - 2014,ANA,34.009883,-119.388333,INNER,BOT,4,ND,Hypsypops rubicundus,24,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-1,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,1,ND,Hypsypops rubicundus,24,2,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-3,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,3,ND,Hypsypops rubicundus,22,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-4,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,4,ND,Hypsypops rubicundus,25,2,PISCO
2011-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-1,Winter 2011 - 2012,ANA,34.009883,-119.388333,INNER,BOT,1,ND,Halicoeres semicinctus,25,1,PISCO
2011-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-2,Winter 2011 - 2012,ANA,34.009883,-119.388333,INNER,BOT,2,ND,Halicoeres semicinctus,28,1,PISCO
2011-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-4,Winter 2011 - 2012,ANA,34.009883,-119.388333,INNER,BOT,4,ND,Halicoeres semicinctus,29,1,PISCO
2011-POINT_DUME-INMID-BOT-3,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,3,ND,Halicoeres semicinctus,25,1,PISCO
2011-POINT_DUME-OUTER-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,OUTER,BOT,2,ND,Halicoeres semicinctus,21,1,PISCO
2011-POINT_DUME-OUTER-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,OUTER,BOT,2,ND,Halicoeres semicinctus,28,1,PISCO
2011-POINT_DUME-OUTMID-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,OUTMID,BOT,2,ND,Halicoeres semicinctus,17,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTER-BOT-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTER,BOT,3,ND,Halicoeres semicinctus,27,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTER-BOT-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTER,BOT,3,ND,Halicoeres semicinctus,28,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-BOT-2,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,BOT,2,ND,Halicoeres semicinctus,29,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-BOT-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,BOT,3,ND,Halicoeres semicinctus,31,1,PISCO
2013-SCI_CAVERN_POINT_E-OUTMID-BOT-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTMID,BOT,2,ND,Halicoeres semicinctus,15,1,PISCO
2013-SCI_CAVERN_POINT_E-OUTMID-BOT-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTMID,BOT,3,ND,Halicoeres semicinctus,14,1,PISCO
2013-POINT_DUME-INMID-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,INMID,BOT,3,ND,Halicoeres semicinctus,24,1,PISCO
2013-POINT_DUME-OUTER-BOT-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTER,BOT,3,ND,Halicoeres semicinctus,20,1,PISCO
2013-POINT_DUME-OUTMID-BOT-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,BOT,2,ND,Halicoeres semicinctus,28,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-2,Winter 2013 - 2014,ANA,34.009883,-119.388333,INNER,BOT,2,ND,Halicoeres semicinctus,16,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-2,Winter 2013 - 2014,ANA,34.009883,-119.388333,INNER,BOT,2,ND,Halicoeres semicinctus,22,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-1,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,1,ND,Halicoeres semicinctus,20,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-3,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,3,ND,Halicoeres semicinctus,16,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-3,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,3,ND,Halicoeres semicinctus,20,2,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-4,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,4,ND,Halicoeres semicinctus,16,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-4,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,4,ND,Halicoeres semicinctus,16,1,PISCO
2011-LITTLE_IRISH_CEN-OUTER-BOT-1,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTER,BOT,1,ND,Sebastes YOY,4,2,PISCO
2011-LITTLE_IRISH_CEN-OUTER-BOT-2,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTER,BOT,2,ND,Sebastes YOY,4,2,PISCO
2011-LITTLE_IRISH_CEN-OUTMID-BOT-1,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTMID,BOT,1,ND,Sebastes YOY,5,1,PISCO
2011-CANNERY_DC-INMID-BOT-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,1,ND,Sebastes YOY,4,3,PISCO
2011-CANNERY_DC-INMID-BOT-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,1,ND,Sebastes YOY,4.5,12,PISCO
2011-CANNERY_DC-INMID-BOT-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,1,ND,Sebastes YOY,5,3,PISCO
2011-CANNERY_DC-INMID-BOT-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,2,ND,Sebastes YOY,4.5,35,PISCO
2011-CANNERY_DC-INMID-BOT-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,3,ND,Sebastes YOY,4,5,PISCO
2011-CANNERY_DC-INMID-BOT-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,3,ND,Sebastes YOY,5,9,PISCO
2011-CANNERY_DC-INNER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,1,ND,Sebastes YOY,4,3,PISCO
2011-CANNERY_DC-INNER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,1,ND,Sebastes YOY,5,14,PISCO
2011-CANNERY_DC-INNER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,2,ND,Sebastes YOY,3,20,PISCO
2011-CANNERY_DC-INNER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,2,ND,Sebastes YOY,4,14,PISCO
2011-CANNERY_DC-INNER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,2,ND,Sebastes YOY,4.5,30,PISCO
2011-CANNERY_DC-INNER-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,3,ND,Sebastes YOY,5,29,PISCO
2011-CANNERY_DC-INNER-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,3,ND,Sebastes YOY,6,16,PISCO
2011-CANNERY_DC-INNER-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,MID,1,ND,Sebastes YOY,4,7,PISCO
2011-CANNERY_DC-INNER-MID-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,MID,2,ND,Sebastes YOY,3,3,PISCO
2011-CANNERY_DC-INNER-MID-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,MID,2,ND,Sebastes YOY,3.5,6,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Sebastes YOY,3,2,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Sebastes YOY,5,3,PISCO
2011-CANNERY_DC-OUTER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,2,ND,Sebastes YOY,5,1,PISCO
2011-CANNERY_DC-OUTER-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,3,ND,Sebastes YOY,2,2,PISCO
2011-CANNERY_DC-OUTER-MID-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,MID,2,ND,Sebastes YOY,5,3,PISCO
2011-CANNERY_DC-OUTER-MID-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,MID,3,ND,Sebastes YOY,3,1,PISCO
2011-CANNERY_DC-OUTMID-BOT-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,BOT,2,ND,Sebastes YOY,4.5,7,PISCO
2011-CANNERY_DC-OUTMID-BOT-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,BOT,3,ND,Sebastes YOY,4,1,PISCO
2011-CANNERY_DC-OUTMID-BOT-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,BOT,3,ND,Sebastes YOY,4.5,10,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Sebastes YOY,3,1,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Sebastes YOY,4,3,PISCO
2011-CANNERY_DC-OUTMID-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,2,ND,Sebastes YOY,2,7,PISCO
2011-CANNERY_DC-OUTMID-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,2,ND,Sebastes YOY,2.5,25,PISCO
2011-CANNERY_DC-OUTMID-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,2,ND,Sebastes YOY,3,3,PISCO
2011-CANNERY_DC-OUTMID-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,3,ND,Sebastes YOY,2,2,PISCO
2011-CANNERY_DC-OUTMID-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,3,ND,Sebastes YOY,3,1,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-BOT-3,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,BOT,3,ND,Sebastes YOY,7,2,PISCO
2011-POINT_DUME-INMID-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,2,ND,Medialuna californiensis,16,1,PISCO
2011-POINT_DUME-INMID-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,2,ND,Medialuna californiensis,17,1,PISCO
2011-POINT_DUME-OUTMID-MID-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,OUTMID,MID,2,ND,Medialuna californiensis,25,1,PISCO
2011-SMI_HARRIS_PT_RESERVE_E-INNER-BOT-2,Winter 2011 - 2012,SMI,34.052783,-120.337383,INNER,BOT,2,ND,Medialuna californiensis,24,1,PISCO
2011-SCI_CAVERN_POINT_E-INMID-BOT-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,INMID,BOT,3,ND,Medialuna californiensis,27,4,PISCO
2011-SCI_CAVERN_POINT_E-INMID-CAN-2,Winter 2011 - 2012,SCI,34.054283,-119.566867,INMID,CAN,2,ND,Medialuna californiensis,18,1,PISCO
2011-SCI_CAVERN_POINT_E-INMID-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INMID,MID,1,ND,Medialuna californiensis,25,1,PISCO
2011-SCI_CAVERN_POINT_E-INMID-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,INMID,MID,3,ND,Medialuna californiensis,20,3,PISCO
2011-SCI_CAVERN_POINT_E-INNER-BOT-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,BOT,1,ND,Medialuna californiensis,32,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-BOT-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,BOT,1,ND,Medialuna californiensis,29,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,MID,1,ND,Medialuna californiensis,19,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,MID,1,ND,Medialuna californiensis,20,2,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,MID,1,ND,Medialuna californiensis,22,2,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,MID,1,ND,Medialuna californiensis,23,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-MID-2,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,MID,2,ND,Medialuna californiensis,19,3,PISCO
2013-POINT_DUME-OUTMID-MID-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,OUTMID,MID,2,ND,Medialuna californiensis,23,1,PISCO
2011-NAPLES_CEN-INNER-CNMD-1,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,CNMD,1,ND,ND,NA,0,PISCO
2011-NAPLES_CEN-INNER-CNMD-2,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,CNMD,2,ND,ND,NA,0,PISCO
2011-NAPLES_CEN-INNER-CNMD-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,CNMD,3,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INMID-CAN-2,Winter 2011 - 2012,LIC,35.178059,-120.817733,INMID,CAN,2,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INMID-CAN-3,Winter 2011 - 2012,LIC,35.178059,-120.817733,INMID,CAN,3,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INNER-CAN-1,Winter 2011 - 2012,LIC,35.178059,-120.817733,INNER,CAN,1,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INNER-CAN-2,Winter 2011 - 2012,LIC,35.178059,-120.817733,INNER,CAN,2,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INNER-CAN-3,Winter 2011 - 2012,LIC,35.178059,-120.817733,INNER,CAN,3,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INNER-MID-1,Winter 2011 - 2012,LIC,35.178059,-120.817733,INNER,MID,1,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INNER-MID-2,Winter 2011 - 2012,LIC,35.178059,-120.817733,INNER,MID,2,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-INNER-MID-3,Winter 2011 - 2012,LIC,35.178059,-120.817733,INNER,MID,3,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-OUTER-CAN-1,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTER,CAN,1,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-OUTER-CAN-2,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTER,CAN,2,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-OUTER-CAN-3,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTER,CAN,3,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-OUTER-MID-3,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTER,MID,3,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-OUTMID-CAN-2,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTMID,CAN,2,ND,ND,NA,0,PISCO
2011-LITTLE_IRISH_CEN-OUTMID-CAN-3,Winter 2011 - 2012,LIC,35.178059,-120.817733,OUTMID,CAN,3,ND,ND,NA,0,PISCO
2011-POINT_DUME-INNER-CNMD-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,INNER,CNMD,2,ND,ND,NA,0,PISCO
2011-SMI_HARRIS_PT_RESERVE_E-OUTER-MID-1,Winter 2011 - 2012,SMI,34.052783,-120.337383,OUTER,MID,1,ND,ND,NA,0,PISCO
2011-SMI_HARRIS_PT_RESERVE_E-INNER-CNMD-1,Winter 2011 - 2012,SMI,34.052783,-120.337383,INNER,CNMD,1,ND,ND,NA,0,PISCO
2011-SCI_CAVERN_POINT_E-INNER-MID-2,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,MID,2,ND,ND,NA,0,PISCO
2011-SCI_CAVERN_POINT_E-INNER-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,MID,3,ND,ND,NA,0,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-CAN-2,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,CAN,2,ND,ND,NA,0,PISCO
2011-CANNERY_DC-INMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,CAN,1,ND,ND,NA,0,PISCO
2011-CANNERY_DC-INMID-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,CAN,2,ND,ND,NA,0,PISCO
2011-CANNERY_DC-INMID-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,CAN,3,ND,ND,NA,0,PISCO
2011-CANNERY_DC-INMID-MID-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,MID,2,ND,ND,NA,0,PISCO
2011-CANNERY_DC-INNER-MID-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,MID,3,ND,ND,NA,0,PISCO
2011-CANNERY_DC-OUTMID-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,MID,1,ND,ND,NA,0,PISCO
2011-CANNERY_DC-OUTMID-MID-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,MID,2,ND,ND,NA,0,PISCO
2013-CANNERY_DC-INMID-MID-1,Winter 2013 - 2014,CAN,36.614953,-121.896037,INMID,MID,1,ND,ND,NA,0,PISCO
2013-CANNERY_DC-INNER-MID-3,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,3,ND,ND,NA,0,PISCO
2013-POINT_DUME-INNER-CAN-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,INNER,CAN,2,ND,ND,NA,0,PISCO
2013-POINT_DUME-INNER-CAN-3,Winter 2013 - 2014,PDU,33.998533,-118.805633,INNER,CAN,3,ND,ND,NA,0,PISCO
2013-POINT_DUME-INNER-MID-2,Winter 2013 - 2014,PDU,33.998533,-118.805633,INNER,MID,2,ND,ND,NA,0,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-INNER-CAN-4,Winter 2013 - 2014,ANA,34.009883,-119.388333,INNER,CAN,4,ND,ND,NA,0,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-INNER-MID-4,Winter 2013 - 2014,ANA,34.009883,-119.388333,INNER,MID,4,ND,ND,NA,0,PISCO
2013-ANACAPA_MIDDLE_ISLE_CEN-OUTER-CAN-2,Winter 2013 - 2014,ANA,34.009883,-119.388333,OUTER,CAN,2,ND,ND,NA,0,PISCO
2013-NAPLES_CEN-OUTER-MID-1,Winter 2013 - 2014,"NAP",34.42185,-119.9515,OUTER,MID,1,ND,ND,NA,0,PISCO
2013-NAPLES_CEN-OUTER-MID-2,Winter 2013 - 2014,"NAP",34.42185,-119.9515,OUTER,MID,2,ND,ND,NA,0,PISCO
2013-NAPLES_CEN-OUTER-MID-4,Winter 2013 - 2014,"NAP",34.42185,-119.9515,OUTER,MID,4,ND,ND,NA,0,PISCO
2011-NAPLES_CEN-INNER-BOT-1,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,BOT,1,ND,Oxyjulis californica,13.5,15,PISCO
2011-NAPLES_CEN-INNER-BOT-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,BOT,3,ND,Oxyjulis californica,13,12,PISCO
2011-NAPLES_CEN-INNER-BOT-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,BOT,4,ND,Oxyjulis californica,11.5,8,PISCO
2011-NAPLES_CEN-INNER-BOT-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,BOT,4,ND,Oxyjulis californica,12,5,PISCO
2011-NAPLES_CEN-INNER-BOT-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,INNER,BOT,4,ND,Oxyjulis californica,15,2,PISCO
2011-NAPLES_CEN-OUTER-BOT-2,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,BOT,2,ND,Oxyjulis californica,18.5,41,PISCO
2011-NAPLES_CEN-OUTER-BOT-2,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,BOT,2,ND,Oxyjulis californica,22,1,PISCO
2011-NAPLES_CEN-OUTER-BOT-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,BOT,3,ND,Oxyjulis californica,17,6,PISCO
2011-NAPLES_CEN-OUTER-BOT-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,BOT,3,ND,Oxyjulis californica,19,2,PISCO
2011-NAPLES_CEN-OUTER-BOT-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,BOT,4,ND,Oxyjulis californica,17,3,PISCO
2011-NAPLES_CEN-OUTER-MID-1,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,1,ND,Oxyjulis californica,19,1,PISCO
2011-NAPLES_CEN-OUTER-MID-2,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,2,ND,Oxyjulis californica,15.5,15,PISCO
2011-NAPLES_CEN-OUTER-MID-2,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,2,ND,Oxyjulis californica,16,5,PISCO
2011-NAPLES_CEN-OUTER-MID-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,3,ND,Oxyjulis californica,15,2,PISCO
2011-NAPLES_CEN-OUTER-MID-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,3,ND,Oxyjulis californica,15.5,15,PISCO
2011-NAPLES_CEN-OUTER-MID-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,3,ND,Oxyjulis californica,16,1,PISCO
2011-NAPLES_CEN-OUTER-MID-3,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,3,ND,Oxyjulis californica,18,1,PISCO
2011-NAPLES_CEN-OUTER-MID-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,4,ND,Oxyjulis californica,15,3,PISCO
2011-NAPLES_CEN-OUTER-MID-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,4,ND,Oxyjulis californica,16,1,PISCO
2011-NAPLES_CEN-OUTER-MID-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,4,ND,Oxyjulis californica,19,1,PISCO
2011-NAPLES_CEN-OUTER-MID-4,Winter 2011 - 2012,"NAP",34.42185,-119.9515,OUTER,MID,4,ND,Oxyjulis californica,20,1,PISCO
2011-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-1,Winter 2011 - 2012,ANA,34.009883,-119.388333,INNER,BOT,1,ND,Oxyjulis californica,17,1,PISCO
2011-ANACAPA_MIDDLE_ISLE_CEN-INNER-BOT-4,Winter 2011 - 2012,ANA,34.009883,-119.388333,INNER,BOT,4,ND,Oxyjulis californica,17,25,PISCO
2011-ANACAPA_MIDDLE_ISLE_CEN-INNER-CNMD-4,Winter 2011 - 2012,ANA,34.009883,-119.388333,INNER,CNMD,4,ND,Oxyjulis californica,16.5,6,PISCO
2011-POINT_DUME-INMID-BOT-1,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,1,ND,Oxyjulis californica,13,2,PISCO
2011-POINT_DUME-INMID-BOT-1,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,1,ND,Oxyjulis californica,15,1,PISCO
2011-POINT_DUME-INMID-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,2,ND,Oxyjulis californica,12,5,PISCO
2011-POINT_DUME-INMID-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,2,ND,Oxyjulis californica,12.5,29,PISCO
2011-POINT_DUME-INMID-BOT-2,Winter 2011 - 2012,PDU,33.998533,-118.805633,INMID,BOT,2,ND,Oxyjulis californica,15,4,PISCO
2011-POINT_DUME-INNER-BOT-1,Winter 2011 - 2012,PDU,33.998533,-118.805633,INNER,BOT,1,ND,Oxyjulis californica,10,2,PISCO
2011-POINT_DUME-INNER-BOT-1,Winter 2011 - 2012,PDU,33.998533,-118.805633,INNER,BOT,1,ND,Oxyjulis californica,11,1,PISCO
2011-POINT_DUME-INNER-BOT-1,Winter 2011 - 2012,PDU,33.998533,-118.805633,INNER,BOT,1,ND,Oxyjulis californica,12,2,PISCO
